Headline,Body ID,Detected Stance,Actual Stance
edu.arizona.cs.data.Headline@4d0fdfb4,1074,unrelated,unrelated
edu.arizona.cs.data.Headline@1bb52e5d,979,unrelated,unrelated
edu.arizona.cs.data.Headline@32a11b2c,359,unrelated,unrelated
edu.arizona.cs.data.Headline@3963dc0d,1835,unrelated,unrelated
edu.arizona.cs.data.Headline@a2256ea,2344,unrelated,unrelated
edu.arizona.cs.data.Headline@25b17593,1148,unrelated,unrelated
edu.arizona.cs.data.Headline@3dbce2c9,2196,unrelated,unrelated
edu.arizona.cs.data.Headline@3f587da5,1521,unrelated,unrelated
edu.arizona.cs.data.Headline@17f67e24,532,unrelated,unrelated
edu.arizona.cs.data.Headline@39459ca4,1336,unrelated,unrelated
edu.arizona.cs.data.Headline@63b59bef,1029,unrelated,unrelated
edu.arizona.cs.data.Headline@1ffc7769,1837,unrelated,unrelated
edu.arizona.cs.data.Headline@2e6a368f,269,unrelated,unrelated
edu.arizona.cs.data.Headline@61cfaa4e,60,unrelated,unrelated
edu.arizona.cs.data.Headline@1df4de21,787,discuss,discuss
edu.arizona.cs.data.Headline@5f86b02e,313,unrelated,unrelated
edu.arizona.cs.data.Headline@3c26789f,1826,unrelated,unrelated
edu.arizona.cs.data.Headline@74935a83,2213,unrelated,unrelated
edu.arizona.cs.data.Headline@7bfe260e,826,unrelated,unrelated
edu.arizona.cs.data.Headline@39438a41,2015,unrelated,unrelated
edu.arizona.cs.data.Headline@7faf446b,1319,unrelated,unrelated
edu.arizona.cs.data.Headline@11864e5f,350,unrelated,unrelated
edu.arizona.cs.data.Headline@3e76548c,1294,unrelated,unrelated
edu.arizona.cs.data.Headline@3bffc335,373,unrelated,unrelated
edu.arizona.cs.data.Headline@19987efd,5,unrelated,unrelated
edu.arizona.cs.data.Headline@5cbbf090,1148,unrelated,unrelated
edu.arizona.cs.data.Headline@fa683a,269,unrelated,unrelated
edu.arizona.cs.data.Headline@21ca8bba,962,unrelated,unrelated
edu.arizona.cs.data.Headline@78432667,302,discuss,discuss
edu.arizona.cs.data.Headline@2bab3aed,1540,unrelated,unrelated
edu.arizona.cs.data.Headline@5e49e379,1628,unrelated,unrelated
edu.arizona.cs.data.Headline@4d9e5a9a,56,unrelated,unrelated
edu.arizona.cs.data.Headline@5c5d3a7b,1646,unrelated,unrelated
edu.arizona.cs.data.Headline@a39f5e8,1660,unrelated,unrelated
edu.arizona.cs.data.Headline@97ee7f2,609,unrelated,unrelated
edu.arizona.cs.data.Headline@3c458a44,651,unrelated,unrelated
edu.arizona.cs.data.Headline@7996be91,1689,unrelated,unrelated
edu.arizona.cs.data.Headline@16fb9ab9,405,unrelated,unrelated
edu.arizona.cs.data.Headline@6844bee3,2130,unrelated,unrelated
edu.arizona.cs.data.Headline@78c30e05,1660,unrelated,unrelated
edu.arizona.cs.data.Headline@34ed45ba,1564,discuss,discuss
edu.arizona.cs.data.Headline@7e892fcc,1901,unrelated,unrelated
edu.arizona.cs.data.Headline@33772558,1103,unrelated,unrelated
edu.arizona.cs.data.Headline@5324a615,1294,unrelated,unrelated
edu.arizona.cs.data.Headline@3a7a507a,447,discuss,discuss
edu.arizona.cs.data.Headline@302def88,1336,unrelated,unrelated
edu.arizona.cs.data.Headline@464ff396,242,unrelated,unrelated
edu.arizona.cs.data.Headline@1ce50208,1081,unrelated,unrelated
edu.arizona.cs.data.Headline@74f4786e,1679,unrelated,unrelated
edu.arizona.cs.data.Headline@2bfa98d7,126,unrelated,unrelated
edu.arizona.cs.data.Headline@12101d7d,373,unrelated,unrelated
edu.arizona.cs.data.Headline@26d1b875,190,unrelated,unrelated
edu.arizona.cs.data.Headline@ef29108,2091,unrelated,unrelated
edu.arizona.cs.data.Headline@37229fb8,1045,discuss,discuss
edu.arizona.cs.data.Headline@1039c2fb,1153,unrelated,unrelated
edu.arizona.cs.data.Headline@3345501b,1331,unrelated,unrelated
edu.arizona.cs.data.Headline@7a96c130,365,unrelated,unrelated
edu.arizona.cs.data.Headline@2caea7bc,2483,unrelated,unrelated
edu.arizona.cs.data.Headline@72de96c8,737,unrelated,unrelated
edu.arizona.cs.data.Headline@6b02d500,346,unrelated,unrelated
edu.arizona.cs.data.Headline@27510611,2456,unrelated,unrelated
edu.arizona.cs.data.Headline@7e9bc600,2410,unrelated,unrelated
edu.arizona.cs.data.Headline@787567cd,1476,unrelated,unrelated
edu.arizona.cs.data.Headline@2aecf83d,144,unrelated,unrelated
edu.arizona.cs.data.Headline@a6790a6,359,unrelated,unrelated
edu.arizona.cs.data.Headline@59ffd528,68,unrelated,unrelated
edu.arizona.cs.data.Headline@4cf073a6,2272,unrelated,unrelated
edu.arizona.cs.data.Headline@1905715,303,unrelated,unrelated
edu.arizona.cs.data.Headline@37440521,1740,unrelated,unrelated
edu.arizona.cs.data.Headline@5f17ec97,1820,unrelated,unrelated
edu.arizona.cs.data.Headline@4bc65b34,2318,discuss,discuss
edu.arizona.cs.data.Headline@155dbd22,1647,unrelated,unrelated
edu.arizona.cs.data.Headline@28585fce,2127,unrelated,unrelated
edu.arizona.cs.data.Headline@513ebe0a,1817,unrelated,unrelated
edu.arizona.cs.data.Headline@289f9f24,394,discuss,discuss
edu.arizona.cs.data.Headline@66b92b68,1171,unrelated,unrelated
edu.arizona.cs.data.Headline@3df69a57,1087,unrelated,unrelated
edu.arizona.cs.data.Headline@493da331,1223,unrelated,unrelated
edu.arizona.cs.data.Headline@5c0db7dc,170,unrelated,unrelated
edu.arizona.cs.data.Headline@a5ff56d,1015,unrelated,unrelated
edu.arizona.cs.data.Headline@372f253,161,unrelated,unrelated
edu.arizona.cs.data.Headline@27f2fd27,1015,unrelated,unrelated
edu.arizona.cs.data.Headline@7785f03b,1011,unrelated,unrelated
edu.arizona.cs.data.Headline@47ae2029,2502,unrelated,unrelated
edu.arizona.cs.data.Headline@51a22f13,1083,unrelated,unrelated
edu.arizona.cs.data.Headline@390871dd,860,unrelated,unrelated
edu.arizona.cs.data.Headline@61544aef,2149,unrelated,unrelated
edu.arizona.cs.data.Headline@57cd9184,822,discuss,discuss
edu.arizona.cs.data.Headline@17d7e6d9,56,unrelated,unrelated
edu.arizona.cs.data.Headline@2eebd70f,1697,unrelated,unrelated
edu.arizona.cs.data.Headline@151132e7,1742,unrelated,unrelated
edu.arizona.cs.data.Headline@f9a5bbd,345,unrelated,unrelated
edu.arizona.cs.data.Headline@632335e4,373,unrelated,unrelated
edu.arizona.cs.data.Headline@19fcf35d,1175,unrelated,unrelated
edu.arizona.cs.data.Headline@cac43e2,240,unrelated,unrelated
edu.arizona.cs.data.Headline@72342f31,313,unrelated,unrelated
edu.arizona.cs.data.Headline@685007f,1697,unrelated,unrelated
edu.arizona.cs.data.Headline@26d96873,769,unrelated,unrelated
edu.arizona.cs.data.Headline@1b1a7f9f,30,unrelated,unrelated
edu.arizona.cs.data.Headline@3532127b,2223,unrelated,unrelated
edu.arizona.cs.data.Headline@34cd450b,643,unrelated,unrelated
edu.arizona.cs.data.Headline@7c63228a,1577,unrelated,unrelated
edu.arizona.cs.data.Headline@596746b7,373,discuss,discuss
edu.arizona.cs.data.Headline@2a23e44b,424,unrelated,unrelated
edu.arizona.cs.data.Headline@74980919,826,unrelated,unrelated
edu.arizona.cs.data.Headline@118a1272,826,unrelated,unrelated
edu.arizona.cs.data.Headline@723bac0a,1534,unrelated,unrelated
edu.arizona.cs.data.Headline@478f1fba,373,unrelated,unrelated
edu.arizona.cs.data.Headline@736b1693,267,unrelated,unrelated
edu.arizona.cs.data.Headline@1d4732ae,1029,unrelated,unrelated
edu.arizona.cs.data.Headline@228a9c73,2273,discuss,discuss
edu.arizona.cs.data.Headline@9fec93f,573,unrelated,unrelated
edu.arizona.cs.data.Headline@30d84ee,1837,unrelated,unrelated
edu.arizona.cs.data.Headline@7512f9f8,832,unrelated,unrelated
edu.arizona.cs.data.Headline@ada6154,1253,unrelated,unrelated
edu.arizona.cs.data.Headline@78a3d3b9,1940,unrelated,unrelated
edu.arizona.cs.data.Headline@212add38,2418,discuss,discuss
edu.arizona.cs.data.Headline@60ab5219,1806,unrelated,unrelated
edu.arizona.cs.data.Headline@6737bae,630,unrelated,unrelated
edu.arizona.cs.data.Headline@6585b46,2048,unrelated,unrelated
edu.arizona.cs.data.Headline@21ea5820,601,unrelated,unrelated
edu.arizona.cs.data.Headline@6d4b2cc5,456,unrelated,unrelated
edu.arizona.cs.data.Headline@292fa6d2,2288,unrelated,unrelated
edu.arizona.cs.data.Headline@1d368a36,1818,discuss,discuss
edu.arizona.cs.data.Headline@43591b3d,615,unrelated,unrelated
edu.arizona.cs.data.Headline@4d05d29,305,unrelated,unrelated
edu.arizona.cs.data.Headline@54ccc283,1835,unrelated,unrelated
edu.arizona.cs.data.Headline@5f47abd4,413,unrelated,unrelated
edu.arizona.cs.data.Headline@581a2f56,2124,unrelated,unrelated
edu.arizona.cs.data.Headline@88b299d,1291,unrelated,unrelated
edu.arizona.cs.data.Headline@1cdf4864,2481,discuss,discuss
edu.arizona.cs.data.Headline@4d494da3,269,unrelated,unrelated
edu.arizona.cs.data.Headline@5e412fa0,1379,unrelated,unrelated
edu.arizona.cs.data.Headline@b661678,944,unrelated,unrelated
edu.arizona.cs.data.Headline@6d1cf318,808,unrelated,unrelated
edu.arizona.cs.data.Headline@6a3f8f4d,159,discuss,discuss
edu.arizona.cs.data.Headline@3d549185,1175,unrelated,unrelated
edu.arizona.cs.data.Headline@63a9581,793,unrelated,unrelated
edu.arizona.cs.data.Headline@c34326d,373,unrelated,unrelated
edu.arizona.cs.data.Headline@1ae79141,2148,discuss,discuss
edu.arizona.cs.data.Headline@3a6e321,387,unrelated,unrelated
edu.arizona.cs.data.Headline@5162e849,1742,unrelated,unrelated
edu.arizona.cs.data.Headline@7c681f52,825,discuss,discuss
edu.arizona.cs.data.Headline@5aa3f407,1828,unrelated,unrelated
edu.arizona.cs.data.Headline@6e28ab99,2219,discuss,discuss
edu.arizona.cs.data.Headline@14603e61,2022,unrelated,unrelated
edu.arizona.cs.data.Headline@5126e326,1148,unrelated,unrelated
edu.arizona.cs.data.Headline@7a79eef8,269,unrelated,unrelated
edu.arizona.cs.data.Headline@235b048c,1375,unrelated,unrelated
edu.arizona.cs.data.Headline@365db5b0,1794,discuss,discuss
edu.arizona.cs.data.Headline@50845f8e,1631,unrelated,unrelated
edu.arizona.cs.data.Headline@65bf6548,1697,unrelated,unrelated
edu.arizona.cs.data.Headline@371aeb56,333,unrelated,unrelated
edu.arizona.cs.data.Headline@29914dd8,559,unrelated,unrelated
edu.arizona.cs.data.Headline@6c7f2927,1817,unrelated,unrelated
edu.arizona.cs.data.Headline@2c8d9a71,1697,unrelated,unrelated
edu.arizona.cs.data.Headline@4cad84ed,1817,unrelated,unrelated
edu.arizona.cs.data.Headline@7a52d5f5,2044,unrelated,unrelated
edu.arizona.cs.data.Headline@3a4c96dc,126,unrelated,unrelated
edu.arizona.cs.data.Headline@1ae6f794,2521,unrelated,unrelated
edu.arizona.cs.data.Headline@7a8eeb72,1646,unrelated,unrelated
edu.arizona.cs.data.Headline@169f74ab,595,unrelated,unrelated
edu.arizona.cs.data.Headline@483bfad2,2260,unrelated,unrelated
edu.arizona.cs.data.Headline@654cfe16,1223,unrelated,unrelated
edu.arizona.cs.data.Headline@5c35733,773,unrelated,unrelated
edu.arizona.cs.data.Headline@12b9d033,1258,unrelated,unrelated
edu.arizona.cs.data.Headline@1007303c,303,unrelated,unrelated
edu.arizona.cs.data.Headline@5abc3f66,425,unrelated,unrelated
edu.arizona.cs.data.Headline@45d991cd,381,unrelated,unrelated
edu.arizona.cs.data.Headline@19bdf90d,1647,unrelated,unrelated
edu.arizona.cs.data.Headline@3092bcd6,2046,unrelated,unrelated
edu.arizona.cs.data.Headline@2b05de4,2127,unrelated,unrelated
edu.arizona.cs.data.Headline@74b3b92e,742,unrelated,unrelated
edu.arizona.cs.data.Headline@5162cf62,1196,unrelated,unrelated
edu.arizona.cs.data.Headline@4429b51c,826,unrelated,unrelated
edu.arizona.cs.data.Headline@3f76b24,1221,unrelated,unrelated
edu.arizona.cs.data.Headline@7b551df,886,unrelated,unrelated
edu.arizona.cs.data.Headline@7ae88206,1278,unrelated,unrelated
edu.arizona.cs.data.Headline@73e05912,2256,unrelated,unrelated
edu.arizona.cs.data.Headline@4bf6a201,952,discuss,discuss
edu.arizona.cs.data.Headline@58267f61,1660,unrelated,unrelated
edu.arizona.cs.data.Headline@30a89fae,513,unrelated,unrelated
edu.arizona.cs.data.Headline@5b1e33ad,1223,unrelated,unrelated
edu.arizona.cs.data.Headline@e190f15,176,unrelated,unrelated
edu.arizona.cs.data.Headline@67f61460,1319,unrelated,unrelated
edu.arizona.cs.data.Headline@13d7a2df,2277,discuss,discuss
edu.arizona.cs.data.Headline@39fe7853,630,unrelated,unrelated
edu.arizona.cs.data.Headline@28dbe741,373,unrelated,unrelated
edu.arizona.cs.data.Headline@6b469df,1180,unrelated,unrelated
edu.arizona.cs.data.Headline@4cc2b5ba,1679,unrelated,unrelated
edu.arizona.cs.data.Headline@7e67f2a5,1352,discuss,discuss
edu.arizona.cs.data.Headline@9f1e3c7,2210,unrelated,unrelated
edu.arizona.cs.data.Headline@759896fd,2127,unrelated,unrelated
edu.arizona.cs.data.Headline@34abb031,1522,discuss,discuss
edu.arizona.cs.data.Headline@324292b8,324,unrelated,unrelated
edu.arizona.cs.data.Headline@6a79c666,2149,unrelated,unrelated
edu.arizona.cs.data.Headline@5be78aaa,1628,unrelated,unrelated
edu.arizona.cs.data.Headline@322493df,532,unrelated,unrelated
edu.arizona.cs.data.Headline@14550071,822,unrelated,unrelated
edu.arizona.cs.data.Headline@303bbe6b,36,unrelated,unrelated
edu.arizona.cs.data.Headline@41c20b55,377,unrelated,unrelated
edu.arizona.cs.data.Headline@3142a091,1466,unrelated,unrelated
edu.arizona.cs.data.Headline@600b8d4f,2483,unrelated,unrelated
edu.arizona.cs.data.Headline@24e3c769,1360,unrelated,unrelated
edu.arizona.cs.data.Headline@1bd4c,300,unrelated,unrelated
edu.arizona.cs.data.Headline@3c5c29f6,787,unrelated,unrelated
edu.arizona.cs.data.Headline@42930fda,513,unrelated,unrelated
edu.arizona.cs.data.Headline@78f1406e,2410,unrelated,unrelated
edu.arizona.cs.data.Headline@751779e1,1103,unrelated,unrelated
edu.arizona.cs.data.Headline@28d9fd2c,2481,discuss,discuss
edu.arizona.cs.data.Headline@6e0621,1788,discuss,discuss
edu.arizona.cs.data.Headline@4e78afbc,1483,unrelated,unrelated
edu.arizona.cs.data.Headline@292f1bc2,513,unrelated,unrelated
edu.arizona.cs.data.Headline@2d14fb9f,1580,discuss,discuss
edu.arizona.cs.data.Headline@5d3baf12,2344,discuss,discuss
edu.arizona.cs.data.Headline@5635ee46,1277,unrelated,unrelated
edu.arizona.cs.data.Headline@7151e49,521,unrelated,unrelated
edu.arizona.cs.data.Headline@d94b8b0,2409,discuss,discuss
edu.arizona.cs.data.Headline@742a309a,826,unrelated,unrelated
edu.arizona.cs.data.Headline@5be28f00,2431,unrelated,unrelated
edu.arizona.cs.data.Headline@682f8736,2344,unrelated,unrelated
edu.arizona.cs.data.Headline@4056f3bb,769,discuss,discuss
edu.arizona.cs.data.Headline@49367ffe,22,unrelated,unrelated
edu.arizona.cs.data.Headline@2e4d4b7c,740,unrelated,unrelated
edu.arizona.cs.data.Headline@3e5b2f96,2223,unrelated,unrelated
edu.arizona.cs.data.Headline@147b2abb,2303,discuss,discuss
edu.arizona.cs.data.Headline@50a995e3,359,unrelated,unrelated
edu.arizona.cs.data.Headline@57cd4dbd,236,unrelated,unrelated
edu.arizona.cs.data.Headline@300dff4d,2135,discuss,discuss
edu.arizona.cs.data.Headline@7dee3505,1817,unrelated,unrelated
edu.arizona.cs.data.Headline@5ce9a8e0,1195,unrelated,unrelated
edu.arizona.cs.data.Headline@3c1d3a7,1906,unrelated,unrelated
edu.arizona.cs.data.Headline@575bd1c2,1739,unrelated,unrelated
edu.arizona.cs.data.Headline@4c5b65e,1906,unrelated,unrelated
edu.arizona.cs.data.Headline@6dea9307,1863,unrelated,unrelated
edu.arizona.cs.data.Headline@64369ab9,387,unrelated,unrelated
edu.arizona.cs.data.Headline@4de8b727,1750,discuss,discuss
edu.arizona.cs.data.Headline@12c25d51,1660,unrelated,unrelated
edu.arizona.cs.data.Headline@7bba222f,2277,discuss,discuss
edu.arizona.cs.data.Headline@73e3e3f0,22,unrelated,unrelated
edu.arizona.cs.data.Headline@73cb0008,942,unrelated,unrelated
edu.arizona.cs.data.Headline@3e917f8d,2524,unrelated,unrelated
edu.arizona.cs.data.Headline@5281e7cc,1029,unrelated,unrelated
edu.arizona.cs.data.Headline@79e176d4,1544,unrelated,unrelated
edu.arizona.cs.data.Headline@5cda3174,2318,discuss,discuss
edu.arizona.cs.data.Headline@1b802a4,8,unrelated,unrelated
edu.arizona.cs.data.Headline@739d9391,1095,unrelated,unrelated
edu.arizona.cs.data.Headline@8d21f0a,190,unrelated,unrelated
edu.arizona.cs.data.Headline@667e911f,1273,unrelated,unrelated
edu.arizona.cs.data.Headline@5fa51c77,1359,unrelated,unrelated
edu.arizona.cs.data.Headline@6d367bb0,698,unrelated,unrelated
edu.arizona.cs.data.Headline@7837f818,1004,unrelated,unrelated
edu.arizona.cs.data.Headline@6a537868,2048,unrelated,unrelated
edu.arizona.cs.data.Headline@1d6297f1,2130,unrelated,unrelated
edu.arizona.cs.data.Headline@43578416,1458,discuss,discuss
edu.arizona.cs.data.Headline@4e7535c,1157,discuss,discuss
edu.arizona.cs.data.Headline@7586eb90,2138,discuss,discuss
edu.arizona.cs.data.Headline@7c5227ce,2344,unrelated,unrelated
edu.arizona.cs.data.Headline@35a6b66,377,unrelated,unrelated
edu.arizona.cs.data.Headline@128027d3,1820,unrelated,unrelated
edu.arizona.cs.data.Headline@42517fbe,769,unrelated,unrelated
edu.arizona.cs.data.Headline@329764a3,1360,unrelated,unrelated
edu.arizona.cs.data.Headline@457c3d08,2210,unrelated,unrelated
edu.arizona.cs.data.Headline@1f341d20,2044,unrelated,unrelated
edu.arizona.cs.data.Headline@168fd019,532,unrelated,unrelated
edu.arizona.cs.data.Headline@32bf3bbd,1586,discuss,discuss
edu.arizona.cs.data.Headline@5275fbd2,1586,unrelated,unrelated
edu.arizona.cs.data.Headline@713b50b1,712,unrelated,unrelated
edu.arizona.cs.data.Headline@254ab585,311,unrelated,unrelated
edu.arizona.cs.data.Headline@589c7195,2174,unrelated,unrelated
edu.arizona.cs.data.Headline@7517c205,142,discuss,discuss
edu.arizona.cs.data.Headline@5e82aace,1277,unrelated,unrelated
edu.arizona.cs.data.Headline@2e14da06,1835,unrelated,unrelated
edu.arizona.cs.data.Headline@15bf1688,1107,unrelated,unrelated
edu.arizona.cs.data.Headline@5e73e9d0,1223,unrelated,unrelated
edu.arizona.cs.data.Headline@15ecec0a,2171,unrelated,unrelated
edu.arizona.cs.data.Headline@1da0c05b,1476,unrelated,unrelated
edu.arizona.cs.data.Headline@70c68e31,698,unrelated,unrelated
edu.arizona.cs.data.Headline@313ac490,757,unrelated,unrelated
edu.arizona.cs.data.Headline@58fd403a,826,unrelated,unrelated
edu.arizona.cs.data.Headline@1c8eea12,1120,unrelated,unrelated
edu.arizona.cs.data.Headline@7b77b357,17,unrelated,unrelated
edu.arizona.cs.data.Headline@1f4702c2,702,unrelated,unrelated
edu.arizona.cs.data.Headline@9732c2,2127,unrelated,unrelated
edu.arizona.cs.data.Headline@27616100,2448,unrelated,unrelated
edu.arizona.cs.data.Headline@41e27d11,1343,unrelated,unrelated
edu.arizona.cs.data.Headline@619c3f70,663,discuss,discuss
edu.arizona.cs.data.Headline@58a400a3,2132,unrelated,unrelated
edu.arizona.cs.data.Headline@74e113d6,190,unrelated,unrelated
edu.arizona.cs.data.Headline@2639f2ae,1867,unrelated,unrelated
edu.arizona.cs.data.Headline@22845463,1205,discuss,discuss
edu.arizona.cs.data.Headline@1c3d52df,1483,unrelated,unrelated
edu.arizona.cs.data.Headline@7e46ebad,737,unrelated,unrelated
edu.arizona.cs.data.Headline@7e619f4a,1368,unrelated,unrelated
edu.arizona.cs.data.Headline@3e90371f,1651,unrelated,unrelated
edu.arizona.cs.data.Headline@48cd31b8,754,unrelated,unrelated
edu.arizona.cs.data.Headline@11fb08f,2264,discuss,discuss
edu.arizona.cs.data.Headline@7376e429,155,unrelated,unrelated
edu.arizona.cs.data.Headline@5574120c,456,unrelated,unrelated
edu.arizona.cs.data.Headline@79ff2d40,347,unrelated,unrelated
edu.arizona.cs.data.Headline@57ebcb19,1323,unrelated,unrelated
edu.arizona.cs.data.Headline@5ebfca65,1791,discuss,discuss
edu.arizona.cs.data.Headline@5e2a69df,403,unrelated,unrelated
edu.arizona.cs.data.Headline@5710c200,346,discuss,discuss
edu.arizona.cs.data.Headline@272699ef,2163,unrelated,unrelated
edu.arizona.cs.data.Headline@5bd2a5bd,703,unrelated,unrelated
edu.arizona.cs.data.Headline@48a8b6c9,1026,unrelated,unrelated
edu.arizona.cs.data.Headline@1b8daab3,826,discuss,discuss
edu.arizona.cs.data.Headline@aae1563,2489,unrelated,unrelated
edu.arizona.cs.data.Headline@441fb6c6,1221,unrelated,unrelated
edu.arizona.cs.data.Headline@490c4e72,545,unrelated,unrelated
edu.arizona.cs.data.Headline@3f22bdd2,789,unrelated,unrelated
edu.arizona.cs.data.Headline@45ddb258,1699,unrelated,unrelated
edu.arizona.cs.data.Headline@7c4d85a3,2143,unrelated,unrelated
edu.arizona.cs.data.Headline@7d7fd08a,60,unrelated,unrelated
edu.arizona.cs.data.Headline@45e81592,1483,unrelated,unrelated
edu.arizona.cs.data.Headline@5b3343a2,2377,unrelated,unrelated
edu.arizona.cs.data.Headline@584b33ce,1660,unrelated,unrelated
edu.arizona.cs.data.Headline@4ad1ba52,170,unrelated,unrelated
edu.arizona.cs.data.Headline@4f10721f,521,unrelated,unrelated
edu.arizona.cs.data.Headline@fab815e,531,unrelated,unrelated
edu.arizona.cs.data.Headline@4a3ba4b,1739,unrelated,unrelated
edu.arizona.cs.data.Headline@721a83a5,30,unrelated,unrelated
edu.arizona.cs.data.Headline@14fcc916,1931,discuss,discuss
edu.arizona.cs.data.Headline@d945820,1107,unrelated,unrelated
edu.arizona.cs.data.Headline@2bb5f59c,2290,unrelated,unrelated
edu.arizona.cs.data.Headline@3a963753,1004,unrelated,unrelated
edu.arizona.cs.data.Headline@11f1235d,1679,unrelated,unrelated
edu.arizona.cs.data.Headline@5e77bb86,2327,unrelated,unrelated
edu.arizona.cs.data.Headline@39d0ff30,1175,unrelated,unrelated
edu.arizona.cs.data.Headline@5a98d807,1628,unrelated,unrelated
edu.arizona.cs.data.Headline@e819d73,1467,unrelated,unrelated
edu.arizona.cs.data.Headline@3141a8ea,591,unrelated,unrelated
edu.arizona.cs.data.Headline@11fa2c94,1029,unrelated,unrelated
edu.arizona.cs.data.Headline@2dc0c0b9,712,unrelated,unrelated
edu.arizona.cs.data.Headline@15ea571c,269,unrelated,unrelated
edu.arizona.cs.data.Headline@14f58ae0,388,unrelated,unrelated
edu.arizona.cs.data.Headline@7f455d52,331,unrelated,unrelated
edu.arizona.cs.data.Headline@38d0b711,696,unrelated,unrelated
edu.arizona.cs.data.Headline@4a8861,691,unrelated,unrelated
edu.arizona.cs.data.Headline@8ba5ab4,1931,discuss,discuss
edu.arizona.cs.data.Headline@5d40393c,267,unrelated,unrelated
edu.arizona.cs.data.Headline@601565ba,2521,unrelated,unrelated
edu.arizona.cs.data.Headline@34c8e059,1659,unrelated,unrelated
edu.arizona.cs.data.Headline@6e7d638e,1837,unrelated,unrelated
edu.arizona.cs.data.Headline@32a83ea4,2125,unrelated,unrelated
edu.arizona.cs.data.Headline@795bb5fe,945,unrelated,unrelated
edu.arizona.cs.data.Headline@f863b75,1459,unrelated,unrelated
edu.arizona.cs.data.Headline@7ca8693f,1090,unrelated,unrelated
edu.arizona.cs.data.Headline@404793d2,311,unrelated,unrelated
edu.arizona.cs.data.Headline@41fa3a46,1560,discuss,discuss
edu.arizona.cs.data.Headline@5fa42d27,1968,unrelated,unrelated
edu.arizona.cs.data.Headline@2381ec02,513,unrelated,unrelated
edu.arizona.cs.data.Headline@7f50c0eb,1524,unrelated,unrelated
edu.arizona.cs.data.Headline@115b3892,424,unrelated,unrelated
edu.arizona.cs.data.Headline@4438ef86,788,discuss,discuss
edu.arizona.cs.data.Headline@6c1260c9,1631,unrelated,unrelated
edu.arizona.cs.data.Headline@24c55a71,199,unrelated,unrelated
edu.arizona.cs.data.Headline@28e57da1,447,unrelated,unrelated
edu.arizona.cs.data.Headline@54c9ca61,2344,unrelated,unrelated
edu.arizona.cs.data.Headline@5ad1045b,36,unrelated,unrelated
edu.arizona.cs.data.Headline@59da72d5,1099,discuss,discuss
edu.arizona.cs.data.Headline@7fdbc3c1,206,unrelated,unrelated
edu.arizona.cs.data.Headline@2dfaf3bd,5,unrelated,unrelated
edu.arizona.cs.data.Headline@3f84c32a,913,unrelated,unrelated
edu.arizona.cs.data.Headline@4519a87c,1659,unrelated,unrelated
edu.arizona.cs.data.Headline@16194da,267,unrelated,unrelated
edu.arizona.cs.data.Headline@196ebda4,2360,unrelated,unrelated
edu.arizona.cs.data.Headline@6aa030,615,unrelated,unrelated
edu.arizona.cs.data.Headline@691d2e17,2130,unrelated,unrelated
edu.arizona.cs.data.Headline@3c236824,1292,unrelated,unrelated
edu.arizona.cs.data.Headline@7146bd53,1699,unrelated,unrelated
edu.arizona.cs.data.Headline@65c912fe,2055,unrelated,unrelated
edu.arizona.cs.data.Headline@428c242b,1099,discuss,discuss
edu.arizona.cs.data.Headline@442c9226,591,unrelated,unrelated
edu.arizona.cs.data.Headline@69df36bf,2340,discuss,discuss
edu.arizona.cs.data.Headline@4ad1ead3,2042,unrelated,unrelated
edu.arizona.cs.data.Headline@69beea50,345,unrelated,unrelated
edu.arizona.cs.data.Headline@49a3f8e3,1319,unrelated,unrelated
edu.arizona.cs.data.Headline@595945a6,1693,discuss,discuss
edu.arizona.cs.data.Headline@1c9bbb2c,5,unrelated,unrelated
edu.arizona.cs.data.Headline@2e93e85,2213,unrelated,unrelated
edu.arizona.cs.data.Headline@545baadb,267,unrelated,unrelated
edu.arizona.cs.data.Headline@63f2083,1834,unrelated,unrelated
edu.arizona.cs.data.Headline@4de92bd7,1689,unrelated,unrelated
edu.arizona.cs.data.Headline@446d4dc3,2241,discuss,discuss
edu.arizona.cs.data.Headline@66ff4c74,726,unrelated,unrelated
edu.arizona.cs.data.Headline@193b4310,377,unrelated,unrelated
edu.arizona.cs.data.Headline@33252144,2132,unrelated,unrelated
edu.arizona.cs.data.Headline@2f2557b8,1890,discuss,discuss
edu.arizona.cs.data.Headline@6c45a28f,1074,unrelated,unrelated
edu.arizona.cs.data.Headline@32b0f898,808,unrelated,unrelated
edu.arizona.cs.data.Headline@2885c08b,754,unrelated,unrelated
edu.arizona.cs.data.Headline@2d98dab4,365,unrelated,unrelated
edu.arizona.cs.data.Headline@6c085452,1291,unrelated,unrelated
edu.arizona.cs.data.Headline@59490573,185,unrelated,unrelated
edu.arizona.cs.data.Headline@5f4e0749,1136,discuss,discuss
edu.arizona.cs.data.Headline@34e83b6e,2196,unrelated,unrelated
edu.arizona.cs.data.Headline@1aec4365,1679,discuss,discuss
edu.arizona.cs.data.Headline@b1fbfd6,2213,unrelated,unrelated
edu.arizona.cs.data.Headline@244495b3,709,unrelated,unrelated
edu.arizona.cs.data.Headline@290d6f20,1323,unrelated,unrelated
edu.arizona.cs.data.Headline@5f9a84d8,2371,unrelated,unrelated
edu.arizona.cs.data.Headline@5ff36b95,409,unrelated,unrelated
