Headline,Body ID,Detected Stance,Actual Stance
edu.arizona.cs.data.Headline@9bc5c0f,2214,unrelated,agree
edu.arizona.cs.data.Headline@2f8cb15f,2211,discuss,disagree
edu.arizona.cs.data.Headline@4b301c22,2470,unrelated,discuss
edu.arizona.cs.data.Headline@761b4bf6,2046,discuss,agree
edu.arizona.cs.data.Headline@74d7a546,1001,unrelated,discuss
edu.arizona.cs.data.Headline@fdd10a7,1594,unrelated,agree
edu.arizona.cs.data.Headline@6a4ea562,2471,unrelated,discuss
edu.arizona.cs.data.Headline@f5bfb27,1679,unrelated,discuss
edu.arizona.cs.data.Headline@7929bb,352,unrelated,discuss
edu.arizona.cs.data.Headline@3a9b6bb,991,unrelated,discuss
edu.arizona.cs.data.Headline@4c4a5e15,1168,unrelated,discuss
edu.arizona.cs.data.Headline@54b186e4,2246,unrelated,discuss
edu.arizona.cs.data.Headline@4a95d091,2341,discuss,agree
edu.arizona.cs.data.Headline@2d6b15d5,1343,discuss,agree
edu.arizona.cs.data.Headline@6e7fd435,1688,unrelated,discuss
edu.arizona.cs.data.Headline@32cf96e8,822,unrelated,discuss
edu.arizona.cs.data.Headline@6cd9cf9d,1800,unrelated,discuss
edu.arizona.cs.data.Headline@22ef6c38,1321,unrelated,disagree
edu.arizona.cs.data.Headline@5dacb555,880,unrelated,discuss
edu.arizona.cs.data.Headline@4f7766f9,1369,unrelated,discuss
edu.arizona.cs.data.Headline@63219573,1430,unrelated,discuss
edu.arizona.cs.data.Headline@408e81b6,465,unrelated,discuss
edu.arizona.cs.data.Headline@65904c47,2003,unrelated,discuss
edu.arizona.cs.data.Headline@38d5be1,1467,unrelated,agree
edu.arizona.cs.data.Headline@7e5f5d5b,2246,unrelated,agree
edu.arizona.cs.data.Headline@1daa6c9b,839,discuss,agree
edu.arizona.cs.data.Headline@29afb0e7,1679,unrelated,discuss
edu.arizona.cs.data.Headline@6ac79fa1,1473,discuss,disagree
edu.arizona.cs.data.Headline@3e3b2296,1154,unrelated,agree
edu.arizona.cs.data.Headline@592bfd01,1063,unrelated,discuss
edu.arizona.cs.data.Headline@680ff7ee,1097,unrelated,agree
edu.arizona.cs.data.Headline@5b992ba1,1820,unrelated,discuss
edu.arizona.cs.data.Headline@6e33741b,2471,unrelated,discuss
edu.arizona.cs.data.Headline@23f28671,2524,unrelated,agree
edu.arizona.cs.data.Headline@5d4396ae,2143,discuss,agree
edu.arizona.cs.data.Headline@6ab54279,263,discuss,agree
edu.arizona.cs.data.Headline@183e6598,1187,unrelated,discuss
edu.arizona.cs.data.Headline@590966d7,1122,unrelated,discuss
edu.arizona.cs.data.Headline@6cdad48c,2284,discuss,unrelated
edu.arizona.cs.data.Headline@6e4f9170,1646,unrelated,discuss
edu.arizona.cs.data.Headline@6ef1fc84,303,discuss,agree
edu.arizona.cs.data.Headline@efc368a,1070,discuss,agree
edu.arizona.cs.data.Headline@1484dfe0,2051,discuss,agree
edu.arizona.cs.data.Headline@5bf5d460,1116,unrelated,discuss
edu.arizona.cs.data.Headline@5f14f7ac,2075,unrelated,discuss
edu.arizona.cs.data.Headline@4fe49b6c,981,unrelated,discuss
edu.arizona.cs.data.Headline@2691822d,2051,discuss,agree
edu.arizona.cs.data.Headline@4a27f40b,2145,discuss,agree
edu.arizona.cs.data.Headline@7a56947f,1027,unrelated,agree
edu.arizona.cs.data.Headline@258ec05a,1356,unrelated,discuss
edu.arizona.cs.data.Headline@72e3d926,2267,unrelated,agree
edu.arizona.cs.data.Headline@65f76005,1996,unrelated,disagree
edu.arizona.cs.data.Headline@7cdc4e19,818,unrelated,agree
edu.arizona.cs.data.Headline@3bcbb758,2075,unrelated,discuss
edu.arizona.cs.data.Headline@38751a79,86,discuss,agree
edu.arizona.cs.data.Headline@b9e3e4a,481,unrelated,discuss
edu.arizona.cs.data.Headline@492ac91a,461,unrelated,discuss
edu.arizona.cs.data.Headline@7fabbf2f,1157,discuss,unrelated
edu.arizona.cs.data.Headline@73295c2c,1476,unrelated,discuss
edu.arizona.cs.data.Headline@4e6cfa01,1630,unrelated,discuss
edu.arizona.cs.data.Headline@34ac1ff7,2163,unrelated,discuss
edu.arizona.cs.data.Headline@a1bcd19,1590,unrelated,discuss
edu.arizona.cs.data.Headline@7cc4d1d7,330,unrelated,discuss
edu.arizona.cs.data.Headline@2863a853,1483,discuss,agree
edu.arizona.cs.data.Headline@71936d00,1834,unrelated,agree
edu.arizona.cs.data.Headline@2f8138cc,1925,discuss,disagree
edu.arizona.cs.data.Headline@50ebd287,1698,discuss,agree
edu.arizona.cs.data.Headline@42f641e5,1177,unrelated,discuss
edu.arizona.cs.data.Headline@5a0f4cff,2525,discuss,agree
edu.arizona.cs.data.Headline@2ea0370b,2132,unrelated,agree
edu.arizona.cs.data.Headline@2ef45b2b,487,unrelated,discuss
edu.arizona.cs.data.Headline@1dd0436b,1819,discuss,agree
edu.arizona.cs.data.Headline@ca7ee01,2104,discuss,agree
edu.arizona.cs.data.Headline@18005a07,2130,unrelated,discuss
edu.arizona.cs.data.Headline@2056e2d7,2125,unrelated,disagree
edu.arizona.cs.data.Headline@16acb343,1817,unrelated,discuss
edu.arizona.cs.data.Headline@13bd64d1,2306,unrelated,discuss
edu.arizona.cs.data.Headline@3c07a739,1880,discuss,agree
edu.arizona.cs.data.Headline@38afa73d,59,unrelated,discuss
edu.arizona.cs.data.Headline@1418827,1740,unrelated,discuss
edu.arizona.cs.data.Headline@433b8dc1,2272,unrelated,discuss
edu.arizona.cs.data.Headline@4c2bab34,1984,discuss,agree
edu.arizona.cs.data.Headline@536162f5,1818,unrelated,disagree
edu.arizona.cs.data.Headline@5c5ece86,1116,unrelated,discuss
edu.arizona.cs.data.Headline@a94a6f8,2386,unrelated,discuss
edu.arizona.cs.data.Headline@6c3cf645,1343,unrelated,discuss
edu.arizona.cs.data.Headline@2a177fd8,1906,unrelated,agree
edu.arizona.cs.data.Headline@70f77d16,2288,unrelated,agree
edu.arizona.cs.data.Headline@31ca12b1,456,unrelated,discuss
edu.arizona.cs.data.Headline@3ce57f5e,2122,unrelated,agree
edu.arizona.cs.data.Headline@341014d1,2171,unrelated,agree
edu.arizona.cs.data.Headline@7b3bb481,1106,unrelated,discuss
edu.arizona.cs.data.Headline@33b593fa,721,unrelated,discuss
edu.arizona.cs.data.Headline@168f6fd3,2044,discuss,agree
edu.arizona.cs.data.Headline@14d8ff35,414,unrelated,discuss
edu.arizona.cs.data.Headline@163b065c,2123,unrelated,discuss
edu.arizona.cs.data.Headline@1c125035,2215,unrelated,agree
edu.arizona.cs.data.Headline@4fe035d5,2034,discuss,agree
edu.arizona.cs.data.Headline@127d393,1818,discuss,agree
edu.arizona.cs.data.Headline@4c4b6865,1764,unrelated,discuss
edu.arizona.cs.data.Headline@7aa4105,1858,discuss,disagree
edu.arizona.cs.data.Headline@2dd50933,1056,unrelated,agree
edu.arizona.cs.data.Headline@78386edc,2214,unrelated,discuss
edu.arizona.cs.data.Headline@36eeeadd,1405,unrelated,discuss
edu.arizona.cs.data.Headline@64e7321d,2129,unrelated,discuss
edu.arizona.cs.data.Headline@6d9f4e5c,2502,discuss,agree
edu.arizona.cs.data.Headline@28108b5b,2172,unrelated,discuss
edu.arizona.cs.data.Headline@709672e0,2306,unrelated,discuss
edu.arizona.cs.data.Headline@5281802d,1336,unrelated,discuss
edu.arizona.cs.data.Headline@4e8576c5,1656,unrelated,discuss
edu.arizona.cs.data.Headline@33950456,544,unrelated,agree
edu.arizona.cs.data.Headline@780751f0,1245,discuss,agree
edu.arizona.cs.data.Headline@28dbcd46,1233,unrelated,discuss
edu.arizona.cs.data.Headline@7ab91869,767,unrelated,disagree
edu.arizona.cs.data.Headline@6512758b,2125,unrelated,disagree
edu.arizona.cs.data.Headline@1c9a1fb7,1401,unrelated,discuss
edu.arizona.cs.data.Headline@4176c0ba,1545,discuss,agree
edu.arizona.cs.data.Headline@37be5b32,2344,discuss,unrelated
edu.arizona.cs.data.Headline@19853103,1954,unrelated,agree
edu.arizona.cs.data.Headline@2ba3e0a0,2502,discuss,agree
edu.arizona.cs.data.Headline@69343660,1671,unrelated,discuss
edu.arizona.cs.data.Headline@5e6c02d1,1933,discuss,disagree
edu.arizona.cs.data.Headline@1623a84a,221,discuss,agree
edu.arizona.cs.data.Headline@22fa64d4,1819,discuss,agree
edu.arizona.cs.data.Headline@3caea898,1769,unrelated,discuss
edu.arizona.cs.data.Headline@55d6a1c1,1973,discuss,agree
edu.arizona.cs.data.Headline@538eab17,2024,discuss,agree
edu.arizona.cs.data.Headline@321c4df6,2524,unrelated,agree
edu.arizona.cs.data.Headline@419719bd,224,discuss,agree
edu.arizona.cs.data.Headline@2897dc58,1881,unrelated,discuss
edu.arizona.cs.data.Headline@23c3622d,2042,unrelated,disagree
edu.arizona.cs.data.Headline@5908b549,2327,unrelated,discuss
edu.arizona.cs.data.Headline@1baa7767,2515,unrelated,agree
edu.arizona.cs.data.Headline@3dd56d46,1116,unrelated,discuss
edu.arizona.cs.data.Headline@3f0394e3,2256,unrelated,discuss
edu.arizona.cs.data.Headline@17df7e65,2448,unrelated,discuss
edu.arizona.cs.data.Headline@12307448,1327,unrelated,discuss
edu.arizona.cs.data.Headline@25a3574,2211,discuss,agree
edu.arizona.cs.data.Headline@6b54e627,2332,discuss,disagree
edu.arizona.cs.data.Headline@5899cd2e,2272,unrelated,discuss
edu.arizona.cs.data.Headline@33ee86db,1938,discuss,agree
edu.arizona.cs.data.Headline@272ef09a,1231,unrelated,agree
edu.arizona.cs.data.Headline@765d3cba,589,unrelated,discuss
edu.arizona.cs.data.Headline@7d4a3b51,1473,unrelated,discuss
edu.arizona.cs.data.Headline@1e0b23d4,1318,unrelated,agree
edu.arizona.cs.data.Headline@115b1cc7,1996,discuss,agree
edu.arizona.cs.data.Headline@7efebcfd,2524,unrelated,discuss
edu.arizona.cs.data.Headline@41735c97,885,unrelated,disagree
edu.arizona.cs.data.Headline@74437239,1865,unrelated,discuss
edu.arizona.cs.data.Headline@19a2fdfa,2031,discuss,agree
edu.arizona.cs.data.Headline@2d53ed73,1841,discuss,agree
edu.arizona.cs.data.Headline@2124591,1407,unrelated,agree
edu.arizona.cs.data.Headline@355c3c1e,2022,unrelated,discuss
edu.arizona.cs.data.Headline@45f254c0,2219,unrelated,discuss
edu.arizona.cs.data.Headline@7d6f6316,2249,unrelated,discuss
edu.arizona.cs.data.Headline@4e71fa6c,2015,unrelated,agree
edu.arizona.cs.data.Headline@e13556e,1876,unrelated,agree
edu.arizona.cs.data.Headline@e00c885,1106,unrelated,discuss
edu.arizona.cs.data.Headline@9f1ef8d,1725,discuss,agree
edu.arizona.cs.data.Headline@3db5e723,2371,unrelated,discuss
edu.arizona.cs.data.Headline@327644f,1206,unrelated,agree
edu.arizona.cs.data.Headline@229f6272,2228,discuss,disagree
edu.arizona.cs.data.Headline@690e4bcb,2075,unrelated,discuss
edu.arizona.cs.data.Headline@6e84680a,1630,unrelated,discuss
edu.arizona.cs.data.Headline@96a0bc0,1567,discuss,agree
edu.arizona.cs.data.Headline@54c7a38f,1175,unrelated,discuss
edu.arizona.cs.data.Headline@72f07128,1554,unrelated,discuss
edu.arizona.cs.data.Headline@2bb515dc,2444,discuss,agree
edu.arizona.cs.data.Headline@1b852a6e,756,discuss,agree
edu.arizona.cs.data.Headline@65957057,2321,unrelated,discuss
edu.arizona.cs.data.Headline@5fc5b789,716,unrelated,agree
edu.arizona.cs.data.Headline@1a55ab49,1862,unrelated,discuss
edu.arizona.cs.data.Headline@5af6ac96,2181,discuss,agree
edu.arizona.cs.data.Headline@331b22c,608,unrelated,discuss
edu.arizona.cs.data.Headline@34094ee0,1104,discuss,disagree
edu.arizona.cs.data.Headline@5bf4d6eb,1206,discuss,agree
edu.arizona.cs.data.Headline@efa981c,1590,unrelated,discuss
edu.arizona.cs.data.Headline@7d61a2f2,1011,discuss,unrelated
edu.arizona.cs.data.Headline@72f673aa,2504,unrelated,disagree
edu.arizona.cs.data.Headline@7d58d782,230,unrelated,discuss
edu.arizona.cs.data.Headline@311e14dd,780,unrelated,discuss
edu.arizona.cs.data.Headline@628a1135,2123,unrelated,discuss
edu.arizona.cs.data.Headline@51237f35,1508,unrelated,disagree
edu.arizona.cs.data.Headline@4016bb93,1320,unrelated,discuss
edu.arizona.cs.data.Headline@5040e151,991,unrelated,discuss
edu.arizona.cs.data.Headline@4cbb690a,2207,unrelated,discuss
edu.arizona.cs.data.Headline@5ba7ebfd,1149,unrelated,discuss
edu.arizona.cs.data.Headline@b10173b,1139,unrelated,discuss
edu.arizona.cs.data.Headline@78e8240a,1984,discuss,disagree
edu.arizona.cs.data.Headline@68679487,1206,unrelated,discuss
edu.arizona.cs.data.Headline@63c5ef7f,974,discuss,disagree
edu.arizona.cs.data.Headline@5968f8f1,1698,unrelated,agree
edu.arizona.cs.data.Headline@60995fa2,2172,discuss,agree
edu.arizona.cs.data.Headline@246488a9,532,discuss,agree
edu.arizona.cs.data.Headline@85292a7,2064,discuss,agree
edu.arizona.cs.data.Headline@144cea82,2386,unrelated,agree
edu.arizona.cs.data.Headline@7a0a5849,2504,discuss,agree
edu.arizona.cs.data.Headline@74d54ceb,1292,discuss,agree
edu.arizona.cs.data.Headline@3f04a556,1822,unrelated,discuss
edu.arizona.cs.data.Headline@17e47aef,2305,discuss,agree
edu.arizona.cs.data.Headline@3513f909,1906,discuss,agree
edu.arizona.cs.data.Headline@33bbada9,2154,unrelated,discuss
edu.arizona.cs.data.Headline@4c79f048,1281,unrelated,agree
edu.arizona.cs.data.Headline@7ea7aefb,2014,unrelated,disagree
edu.arizona.cs.data.Headline@3fc6039c,1303,unrelated,disagree
edu.arizona.cs.data.Headline@7d1a1fae,808,unrelated,agree
edu.arizona.cs.data.Headline@9d6c707,2024,unrelated,discuss
edu.arizona.cs.data.Headline@288d6ca8,228,discuss,agree
edu.arizona.cs.data.Headline@36a63aa5,209,unrelated,discuss
edu.arizona.cs.data.Headline@14af7ba,1564,unrelated,disagree
edu.arizona.cs.data.Headline@12fa2793,2504,discuss,agree
edu.arizona.cs.data.Headline@44dbf551,1280,unrelated,discuss
edu.arizona.cs.data.Headline@23986adf,1109,discuss,agree
edu.arizona.cs.data.Headline@16a4cef1,1799,discuss,agree
edu.arizona.cs.data.Headline@426e0f8a,1611,unrelated,discuss
edu.arizona.cs.data.Headline@9b5faba,767,unrelated,discuss
edu.arizona.cs.data.Headline@159665c4,1533,unrelated,discuss
edu.arizona.cs.data.Headline@63b73b02,2524,unrelated,agree
edu.arizona.cs.data.Headline@56054182,1109,discuss,agree
edu.arizona.cs.data.Headline@2fec547f,1817,unrelated,discuss
edu.arizona.cs.data.Headline@12ebf088,1376,unrelated,agree
edu.arizona.cs.data.Headline@59b8a464,2242,unrelated,agree
edu.arizona.cs.data.Headline@185de5ac,721,unrelated,discuss
edu.arizona.cs.data.Headline@1ec88744,2474,discuss,agree
edu.arizona.cs.data.Headline@457019b7,2344,unrelated,discuss
edu.arizona.cs.data.Headline@430981eb,652,unrelated,discuss
edu.arizona.cs.data.Headline@608f9a6d,1544,discuss,agree
edu.arizona.cs.data.Headline@6f86594e,2524,unrelated,discuss
edu.arizona.cs.data.Headline@439aa718,931,unrelated,discuss
edu.arizona.cs.data.Headline@7bc5910,2286,discuss,agree
edu.arizona.cs.data.Headline@662ed956,2401,unrelated,discuss
edu.arizona.cs.data.Headline@6c9c4483,514,unrelated,discuss
edu.arizona.cs.data.Headline@39d2349b,1336,unrelated,discuss
edu.arizona.cs.data.Headline@6be22fce,1076,unrelated,discuss
edu.arizona.cs.data.Headline@8c296d0,1408,discuss,agree
edu.arizona.cs.data.Headline@114fb20e,2525,discuss,agree
edu.arizona.cs.data.Headline@2688126c,425,unrelated,discuss
edu.arizona.cs.data.Headline@f94d0ff,2332,discuss,agree
edu.arizona.cs.data.Headline@63015537,1659,unrelated,discuss
edu.arizona.cs.data.Headline@40750a9d,2504,discuss,agree
edu.arizona.cs.data.Headline@29344749,330,unrelated,discuss
edu.arizona.cs.data.Headline@343f4878,494,discuss,agree
edu.arizona.cs.data.Headline@2483c6b8,1954,discuss,agree
edu.arizona.cs.data.Headline@9fdf581,2130,unrelated,discuss
edu.arizona.cs.data.Headline@2fadbb80,2332,unrelated,agree
edu.arizona.cs.data.Headline@d7d9218,1614,discuss,agree
edu.arizona.cs.data.Headline@a13e2e3,1679,unrelated,discuss
edu.arizona.cs.data.Headline@4d800ae8,1231,unrelated,agree
edu.arizona.cs.data.Headline@14bf9588,2196,unrelated,agree
edu.arizona.cs.data.Headline@45e14311,2214,unrelated,discuss
edu.arizona.cs.data.Headline@43020188,1555,unrelated,agree
edu.arizona.cs.data.Headline@3fd28feb,2255,unrelated,discuss
edu.arizona.cs.data.Headline@5d762f70,1168,unrelated,discuss
edu.arizona.cs.data.Headline@1c238aa6,1699,discuss,disagree
edu.arizona.cs.data.Headline@1932d40f,1827,unrelated,discuss
edu.arizona.cs.data.Headline@426e2f0d,1940,discuss,agree
edu.arizona.cs.data.Headline@482a49eb,1069,unrelated,discuss
edu.arizona.cs.data.Headline@512edb4c,2051,discuss,agree
edu.arizona.cs.data.Headline@620b8023,2267,discuss,agree
edu.arizona.cs.data.Headline@7874f898,1157,discuss,unrelated
edu.arizona.cs.data.Headline@3f5a07d2,1303,unrelated,disagree
edu.arizona.cs.data.Headline@16e8282,1722,unrelated,discuss
edu.arizona.cs.data.Headline@638858d5,2470,unrelated,discuss
edu.arizona.cs.data.Headline@40801d19,702,discuss,agree
edu.arizona.cs.data.Headline@5142fcb3,2508,discuss,agree
edu.arizona.cs.data.Headline@42473163,2344,unrelated,discuss
edu.arizona.cs.data.Headline@752dd200,1833,discuss,agree
edu.arizona.cs.data.Headline@7b1fb5fd,2399,unrelated,discuss
edu.arizona.cs.data.Headline@77d923a7,852,discuss,agree
edu.arizona.cs.data.Headline@716fc0fc,871,unrelated,discuss
edu.arizona.cs.data.Headline@599fc7be,740,discuss,agree
edu.arizona.cs.data.Headline@67e51331,337,unrelated,discuss
edu.arizona.cs.data.Headline@27ab2c50,1430,unrelated,discuss
edu.arizona.cs.data.Headline@6818df0f,2471,unrelated,discuss
edu.arizona.cs.data.Headline@197a7599,2334,unrelated,discuss
edu.arizona.cs.data.Headline@6fa32ffd,1190,discuss,agree
edu.arizona.cs.data.Headline@786b1da4,1336,unrelated,agree
edu.arizona.cs.data.Headline@ec10993,2272,unrelated,discuss
edu.arizona.cs.data.Headline@6bc378d2,1957,unrelated,disagree
edu.arizona.cs.data.Headline@c4cfc43,2014,unrelated,disagree
edu.arizona.cs.data.Headline@9bf2ed4,416,unrelated,discuss
edu.arizona.cs.data.Headline@7410ea72,1630,unrelated,disagree
edu.arizona.cs.data.Headline@4e608b34,1742,discuss,agree
edu.arizona.cs.data.Headline@74adeb13,1055,discuss,agree
edu.arizona.cs.data.Headline@1d648abc,2386,unrelated,discuss
edu.arizona.cs.data.Headline@4d46fbed,2481,unrelated,discuss
edu.arizona.cs.data.Headline@26625eb9,1035,unrelated,agree
edu.arizona.cs.data.Headline@5674e4ed,1103,unrelated,discuss
edu.arizona.cs.data.Headline@7b13bf1,1799,discuss,agree
edu.arizona.cs.data.Headline@7ac14026,1162,unrelated,agree
edu.arizona.cs.data.Headline@3dbe69d9,560,discuss,disagree
edu.arizona.cs.data.Headline@23211f32,2386,unrelated,agree
edu.arizona.cs.data.Headline@a45c43f,2123,unrelated,discuss
edu.arizona.cs.data.Headline@4be9b521,1679,unrelated,discuss
edu.arizona.cs.data.Headline@6f29f45f,2306,unrelated,discuss
edu.arizona.cs.data.Headline@a1cbbb5,632,unrelated,discuss
edu.arizona.cs.data.Headline@4cda2d82,1370,unrelated,discuss
edu.arizona.cs.data.Headline@3df7c62,2167,unrelated,agree
edu.arizona.cs.data.Headline@2c399996,1097,unrelated,agree
edu.arizona.cs.data.Headline@6a58deca,1115,unrelated,discuss
edu.arizona.cs.data.Headline@7c021d02,2274,discuss,agree
edu.arizona.cs.data.Headline@267ac35f,2408,unrelated,discuss
edu.arizona.cs.data.Headline@4afc209f,2165,unrelated,agree
edu.arizona.cs.data.Headline@1180edda,1453,discuss,disagree
edu.arizona.cs.data.Headline@e31b67c,2444,discuss,disagree
edu.arizona.cs.data.Headline@694eddae,1615,unrelated,discuss
edu.arizona.cs.data.Headline@6b0c2b74,2003,unrelated,discuss
edu.arizona.cs.data.Headline@79a544ae,1407,unrelated,discuss
edu.arizona.cs.data.Headline@4b14b80d,931,unrelated,discuss
edu.arizona.cs.data.Headline@ea7622c,1756,unrelated,discuss
edu.arizona.cs.data.Headline@4f59378e,1699,discuss,disagree
edu.arizona.cs.data.Headline@3ab80e8d,2064,unrelated,agree
edu.arizona.cs.data.Headline@38574635,1819,unrelated,disagree
edu.arizona.cs.data.Headline@2154268,581,discuss,agree
edu.arizona.cs.data.Headline@3bdf3dec,2524,discuss,agree
edu.arizona.cs.data.Headline@20a72b1f,1001,unrelated,discuss
edu.arizona.cs.data.Headline@798bcec,1896,unrelated,discuss
edu.arizona.cs.data.Headline@6df57bf1,2138,discuss,agree
edu.arizona.cs.data.Headline@1bc2d437,475,unrelated,discuss
edu.arizona.cs.data.Headline@182886a3,773,unrelated,discuss
edu.arizona.cs.data.Headline@15c68afd,781,unrelated,agree
edu.arizona.cs.data.Headline@7b7f76e8,842,discuss,agree
edu.arizona.cs.data.Headline@5e81066e,2529,unrelated,agree
edu.arizona.cs.data.Headline@3f1073c7,374,discuss,agree
edu.arizona.cs.data.Headline@360b2123,1010,unrelated,discuss
edu.arizona.cs.data.Headline@d3af95e,2386,unrelated,discuss
edu.arizona.cs.data.Headline@71b193c9,2165,unrelated,agree
edu.arizona.cs.data.Headline@1c1b8e5e,465,unrelated,discuss
edu.arizona.cs.data.Headline@4a707d4e,1018,unrelated,disagree
edu.arizona.cs.data.Headline@5010cfd9,1202,unrelated,discuss
edu.arizona.cs.data.Headline@5a21716,2327,unrelated,discuss
edu.arizona.cs.data.Headline@1035d074,553,discuss,agree
edu.arizona.cs.data.Headline@5c3c209f,1540,discuss,disagree
edu.arizona.cs.data.Headline@754e9448,817,unrelated,discuss
edu.arizona.cs.data.Headline@50d38cb1,1540,unrelated,discuss
edu.arizona.cs.data.Headline@42d303d6,2165,unrelated,discuss
edu.arizona.cs.data.Headline@2ac3850a,1342,unrelated,discuss
edu.arizona.cs.data.Headline@7ef159c9,2272,unrelated,discuss
edu.arizona.cs.data.Headline@24e62872,1346,unrelated,discuss
edu.arizona.cs.data.Headline@b2bb5ed,2031,unrelated,agree
edu.arizona.cs.data.Headline@16f00d52,1294,unrelated,discuss
edu.arizona.cs.data.Headline@63f1667c,488,discuss,agree
edu.arizona.cs.data.Headline@6dabfb67,1161,discuss,agree
edu.arizona.cs.data.Headline@3d58ffb2,337,unrelated,discuss
edu.arizona.cs.data.Headline@7f39a6ee,922,unrelated,disagree
edu.arizona.cs.data.Headline@4466046c,2502,discuss,agree
edu.arizona.cs.data.Headline@765ac4d8,1468,unrelated,discuss
edu.arizona.cs.data.Headline@48849c19,403,discuss,agree
edu.arizona.cs.data.Headline@58c57e5e,2448,unrelated,discuss
edu.arizona.cs.data.Headline@32b3930e,931,unrelated,discuss
edu.arizona.cs.data.Headline@277b10ed,769,unrelated,agree
edu.arizona.cs.data.Headline@75d9f49a,1564,unrelated,discuss
edu.arizona.cs.data.Headline@1a1c243b,1466,unrelated,discuss
edu.arizona.cs.data.Headline@1bed90a3,744,unrelated,discuss
edu.arizona.cs.data.Headline@7147b545,782,unrelated,agree
edu.arizona.cs.data.Headline@3c59fa0e,1346,unrelated,discuss
edu.arizona.cs.data.Headline@290dc841,1615,unrelated,discuss
edu.arizona.cs.data.Headline@5a77dee4,1057,discuss,agree
edu.arizona.cs.data.Headline@5abe0611,397,discuss,agree
edu.arizona.cs.data.Headline@3eda635c,1069,unrelated,discuss
edu.arizona.cs.data.Headline@6a974b63,2168,unrelated,discuss
edu.arizona.cs.data.Headline@69fd03c9,2154,unrelated,discuss
edu.arizona.cs.data.Headline@5ea518be,2386,unrelated,agree
edu.arizona.cs.data.Headline@6a70260c,1679,unrelated,discuss
edu.arizona.cs.data.Headline@7e1da0da,1245,discuss,agree
edu.arizona.cs.data.Headline@77f440d0,1580,discuss,agree
edu.arizona.cs.data.Headline@284e26b5,781,discuss,unrelated
edu.arizona.cs.data.Headline@1ebb6217,1955,unrelated,discuss
edu.arizona.cs.data.Headline@4590b445,1769,unrelated,discuss
edu.arizona.cs.data.Headline@6f71ff2d,1959,discuss,agree
edu.arizona.cs.data.Headline@68145cb6,1835,unrelated,discuss
edu.arizona.cs.data.Headline@beef2ad,1693,unrelated,discuss
edu.arizona.cs.data.Headline@2d653479,1336,unrelated,agree
edu.arizona.cs.data.Headline@2dba034c,1764,discuss,agree
edu.arizona.cs.data.Headline@66e03909,1122,unrelated,discuss
edu.arizona.cs.data.Headline@29ff95be,1689,unrelated,discuss
edu.arizona.cs.data.Headline@57e7cc2a,1099,discuss,agree
edu.arizona.cs.data.Headline@7f59a9de,484,unrelated,discuss
edu.arizona.cs.data.Headline@2cae99b7,1866,unrelated,discuss
edu.arizona.cs.data.Headline@57eed01c,1651,discuss,agree
edu.arizona.cs.data.Headline@7d28cd94,2272,unrelated,discuss
edu.arizona.cs.data.Headline@100decbc,2149,unrelated,discuss
edu.arizona.cs.data.Headline@5b74a8b7,1984,discuss,agree
edu.arizona.cs.data.Headline@726eda32,2448,unrelated,discuss
edu.arizona.cs.data.Headline@d57c537,2043,discuss,agree
edu.arizona.cs.data.Headline@65dda5cb,1336,unrelated,discuss
edu.arizona.cs.data.Headline@2a08acff,2211,discuss,agree
edu.arizona.cs.data.Headline@3e8a98bf,1215,discuss,disagree
edu.arizona.cs.data.Headline@41cd78ee,2171,discuss,agree
edu.arizona.cs.data.Headline@4468716a,2341,discuss,agree
edu.arizona.cs.data.Headline@6174b1d6,2015,discuss,agree
edu.arizona.cs.data.Headline@f8b88c7,1336,unrelated,discuss
edu.arizona.cs.data.Headline@4b3572e1,2502,discuss,agree
edu.arizona.cs.data.Headline@5a0a7dcf,1407,unrelated,agree
edu.arizona.cs.data.Headline@64877e5d,1822,unrelated,discuss
edu.arizona.cs.data.Headline@2b0986a5,2246,unrelated,discuss
edu.arizona.cs.data.Headline@14108c7a,560,discuss,disagree
edu.arizona.cs.data.Headline@690256ce,2496,discuss,agree
edu.arizona.cs.data.Headline@50edef5,763,unrelated,discuss
edu.arizona.cs.data.Headline@44e241d2,1157,discuss,unrelated
edu.arizona.cs.data.Headline@5bfc43c4,1227,discuss,disagree
edu.arizona.cs.data.Headline@434e3dfe,2129,unrelated,discuss
edu.arizona.cs.data.Headline@3044ba14,1544,discuss,agree
edu.arizona.cs.data.Headline@3d99a5e2,1784,unrelated,discuss
edu.arizona.cs.data.Headline@7f0103aa,738,discuss,agree
edu.arizona.cs.data.Headline@56d134cb,260,unrelated,discuss
edu.arizona.cs.data.Headline@6d17364d,2246,unrelated,agree
edu.arizona.cs.data.Headline@3a12f69d,1594,unrelated,agree
edu.arizona.cs.data.Headline@43c4f201,676,discuss,agree
edu.arizona.cs.data.Headline@2d897d80,1556,unrelated,discuss
edu.arizona.cs.data.Headline@463ccc59,1215,discuss,disagree
edu.arizona.cs.data.Headline@265e2ea6,218,discuss,agree
edu.arizona.cs.data.Headline@5e0793d6,1187,unrelated,discuss
edu.arizona.cs.data.Headline@4bc17e1f,1711,unrelated,agree
edu.arizona.cs.data.Headline@4ce11d97,1136,unrelated,discuss
edu.arizona.cs.data.Headline@6d00a542,1860,unrelated,agree
edu.arizona.cs.data.Headline@1167eba5,1896,unrelated,discuss
edu.arizona.cs.data.Headline@113db090,1573,discuss,disagree
